time (seconds),weight (kg)
55.6840760708,-0.083
55.6845159531,-0.111
55.6849560738,-0.111
55.6853740215,-0.083
55.9370400906,-0.111
55.9373130798,-0.111
55.9375770092,-0.139
55.9378721714,-0.083
55.9381351471,-0.111
55.938395977,-0.083
56.1814141273,-0.083
56.1816861629,-0.083
56.1819491386,-0.111
56.1822111607,-0.083
56.1824710369,-0.111
56.417427063,-0.083
56.4176990986,-0.111
56.6631031036,-0.083
56.663615942,-0.083
56.6638810635,-0.083
56.6641449928,-0.111
56.6644070148,-0.083
56.90229702,-0.083
56.902572155,-0.111
56.9028360844,-0.111
56.9031000137,-0.111
56.9033629894,-0.139
57.1436941624,-0.083
57.1440391541,-0.083
57.1445760727,-0.083
57.1449761391,-0.111
57.1453001499,-0.083
57.1456589699,-0.083
57.381770134,-0.083
57.3823750019,-0.111
57.3829269409,-0.111
57.3835091591,-0.111
57.3840839863,-0.139
57.3877630234,-0.083
57.6373970509,-0.083
57.6376810074,-0.083
57.6379470825,-0.083
57.8943259716,-0.111
57.8950960636,-0.083
57.89539814,-0.083
57.8956730366,-0.139
58.1877009869,-0.083
58.187983036,-0.111
58.1882531643,-0.111
58.188519001,-0.055
58.1887831688,-0.083
58.1890461445,-0.083
58.1893091202,-0.111
58.429060936,-0.111
58.4293341637,-0.111
58.429598093,-0.111
58.4298601151,-0.111
58.4301221371,-0.111
58.6451821327,-0.139
58.6454589367,-0.111
58.6457281113,-0.083
58.6459920406,-0.111
58.64625597,-0.111
58.861634016,-0.083
58.8619070053,-0.083
58.8621721268,-0.111
58.8624351025,-0.111
59.0957391262,-0.111
59.0962600708,-0.083
59.3149180412,-0.111
59.3151929379,-0.055
59.3154611588,-0.111
59.3157260418,-0.111
59.3159890175,-0.111
